3fpVWegR6YOS1Yk5HSMYIq	Paranoid	Post Malone	beerbongs & bentleys	221786	Hip hop	10
5VuxWXbt7XENQCtE9TzpTv	Spoil My Night (feat. Swae Lee)	Post Malone, Swae Lee	beerbongs & bentleys	194560	Hip hop	10
2VdT56BGpdqNHUgOe1j5vc	Rich & Sad	Post Malone	beerbongs & bentleys	206453	Hip hop	10
5lZZmityu9TAjNvSY6GLhR	Zack And Codeine	Post Malone	beerbongs & bentleys	204360	Hip hop	10
5ffntNJnJOeFv7b7DCd0Bw	Takin' Shots	Post Malone	beerbongs & bentleys	216746	Hip hop	10
0e7ipj03S05BNilyu5bRzt	rockstar (feat. 21 Savage)	Post Malone, 21 Savage	beerbongs & bentleys	218146	Hip hop	10
09IOPhEh1OMe0HD9b36FJk	Over Now	Post Malone	beerbongs & bentleys	246986	Hip hop	10
3swc6WTsr7rl9DqQKQA55C	Psycho (feat. Ty Dolla $ign)	Post Malone, Ty Dolla $ign	beerbongs & bentleys	221440	Hip hop	10
7dt6x5M1jzdTEt8oCbisTK	Better Now	Post Malone	beerbongs & bentleys	231266	Hip hop	10
6IaieqiCVvsNvEt6Y7yOFa	Ball For Me (feat. Nicki Minaj)	Post Malone, Nicki Minaj	beerbongs & bentleys	206266	Hip hop	10
4qWCFTuNnmGNdY4egtb4ZY	Otherside	Post Malone	beerbongs & bentleys	228226	Hip hop	10
4H7WNRErSbONkM06blBoGc	Stay	Post Malone	beerbongs & bentleys	204426	Hip hop	10
1ZemPoaj7LBj1RAQrb89EC	Blame It On Me	Post Malone	beerbongs & bentleys	261800	Hip hop	10
688QpQAwqsLdBR6lr13wK1	Same Bitches (feat. G-Eazy & YG)	Post Malone, G-Eazy, YG	beerbongs & bentleys	212466	Hip hop	10
0R6Jlsq25eZB3Wftpxi3oF	Jonestown (Interlude)	Post Malone	beerbongs & bentleys	112013	Hip hop	10
1D2L6MefbXon28PzIk9I3r	92 Explorer	Post Malone	beerbongs & bentleys	211426	Hip hop	10
32lItqlMi4LBhb4k0BaSaC	Candy Paint	Post Malone	beerbongs & bentleys	227533	Hip hop	10
0MrRAUcB8AZiB9ue2VOBYe	Sugar Wraith	Post Malone	beerbongs & bentleys	228146	Hip hop	10
7ihl24BNTFxgJuyN1hpPA2	ドゥカティ	Tyga	Bitch I'm the Shit 2	18252	Hip hop	10
0tEcSP5F6BP04gleb2hRnj	Feel Me (feat. Kanye West)	Tyga, Kanye West	Bitch I'm the Shit 2	199447	Hip hop	10
0LpiaCBJoYn0BkberqvWLV	Teterboro Flow	Tyga	Bitch I'm the Shit 2	164781	Hip hop	10
0f4eeAWIiu53xz2U0rj3bb	Ski on the Slope (feat. Pusha T)	Tyga, Pusha T	Bitch I'm the Shit 2	210361	Hip hop	10
6j5MRz6LPblLDY7oLgPVS8	Eyes Closed	Tyga	Bitch I'm the Shit 2	267930	Hip hop	10
6EAzLwZ9nLRrr8umHZMSMR	Move to L.A. (feat. Ty Dolla $ign)	Tyga, Ty Dolla $ign	Bitch I'm the Shit 2	222130	Hip hop	10
1K41qpjzpv90TfgVYv1LcK	Bel Air (feat. Quavo)	Tyga, Quavo	Bitch I'm the Shit 2	268749	Hip hop	10
1LislV9SE2XjbE6Guijob2	Run It Back (feat. Young Thug)	Tyga, Young Thug	Bitch I'm the Shit 2	236523	Hip hop	10
1PiBNCLuTGlTVwiz6y3Wxb	Playboy (feat. Vince Staples)	Tyga, Vince Staples	Bitch I'm the Shit 2	181887	Hip hop	10
13uPra9RpWavO4eXtTHi7C	Chandeliers	Tyga	Bitch I'm the Shit 2	231864	Hip hop	10
3IoRExUQibTJw1CyCRj5U8	Flossin (feat. King)	Tyga, King	Bitch I'm the Shit 2	161475	Hip hop	10
3q0pqGMnxUKORtfyrCuDKx	1 of 1	Tyga	Bitch I'm the Shit 2	204126	Hip hop	10
3cBRdR7EB7IFE9BrqihWGs	Gone Too Far	Tyga	Bitch I'm the Shit 2	154045	Hip hop	10
51IduNZVHL3T5hbV3dmmtH	Nann Nigga (feat. Honey Cocaine)	Tyga, Honey C	Bitch I'm the Shit 2	239921	Hip hop	10
1zyqzNCst6eflAzFsWf7xe	100's (feat. Chief Keef & A.E.)	Tyga, Chief Keef, A.E.	Bitch I'm the Shit 2	234541	Hip hop	10
54r9JlRvF9Fh5AXYmZy9ZL	Temperature	Tyga	Kyoto	200009	Hip hop	10
5lJAZ8IMBzfeWcV3PjCMMO	Leather in The Rain (feat. Kyndall)	Tyga, Kyndall	Kyoto	213798	Hip hop	10
0O2CQ02SmLBXDFhWIcOeap	Come and Ball Wit Me	Tyga	Kyoto	208640	Hip hop	10
3GxMf3XGaYJ1UrssVMqs5O	Boss Up	Tyga	Kyoto	226949	Hip hop	10
1lJ0nE3dwDZwfrIoTCJczH	U Cry	Tyga	Kyoto	263090	Hip hop	10
799BBgvtkVzdgiO9QpdMKS	King Of The Jungle	Tyga	Kyoto	293565	Hip hop	10
7vEZ5dxujV6vi9FL2M6X5m	Hard2Look	Tyga	Kyoto	221527	Hip hop	10
1v7mkkeDsVYjz7JrYitFjF	I Need A Girl Pt.3	Tyga	Kyoto	213978	Hip hop	10
6ah7L6ijOMMlOabQzuJGUB	Train 4 This	Tyga	Kyoto	205799	Hip hop	10
4XYBII3AGo56S2Cf5n4e5A	Hot Soup	Tyga	Kyoto	203510	Hip hop	10
6MPR32vGG1AaQMYOfqvyqx	Sip A Lil (feat. Gucci Mane)	Tyga, Gucci Mane	Kyoto	278601	Hip hop	10
3eGIOwl7X37VcP8Sb4S3N7	Faithful (feat. Tory Lanez)	Tyga, Tory Lanez	Kyoto	246113	Hip hop	10
76nmX4bM6Xfm99faEuXfOp	Ja Rule & Ashanti	Tyga	Kyoto	200727	Hip hop	10
4oHQ86BHVhp2uZb2IpGAID	Holdin On (feat. 24hrs)	Tyga, 24hrs	Kyoto	152339	Hip hop	10
4669wTPqp7Xwz2H7v4QKi1	Up In My Cocina - From SR3MM	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	246449	Hip hop	10
1oUudyBYVGMIC8JXeIsFzq	CLOSE (feat. Travis Scott) - From SR3MM	Rae Sremmurd, Swae Lee, Slim Jxmmi, Travis Scott	SR3MM	193510	Hip hop	10
6nI74KsH94IN0J2vp5shdT	Bedtime Stories (feat. The Weeknd) - From SR3MM	Rae Sremmurd, Swae Lee, Slim Jxmmi, The Weeknd	SR3MM	292727	Hip hop	10
1ung2kajpw24AaHjBtPY3j	Perplexing Pegasus - From SR3MM	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	204787	Hip hop	10
2TtWdYXulGcHCeUJUWwZ4M	Buckets (feat. Future) - From SR3MM	Rae Sremmurd, Swae Lee, Slim Jxmmi, Future	SR3MM	281298	Hip hop	10
5lf91lPnGKtIqsgmG1z8Ip	42" - From SR3MM"	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	238020	Hip hop	10
1BuZAIO8WZpavWVbbq3Lci	Powerglide (feat. Juicy J) - From SR3MM	Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J	SR3MM	332300	Hip hop	10
54inhxqvwEzNHd8KdjXKBm	Rock N Roll Hall Of Fame - From SR3MM	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	266682	Hip hop	10
7bddNsGZem9W4j4rzZBIXj	T'd Up - From SR3MM	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	232862	Hip hop	10
20NeQXq8WWCG89ul5nH4BP	Touchscreen Navigation - From Swaecation	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	197652	Hip hop	10
5EPvaeFspQrXoL7Xlz1SmL	Heartbreak In Encino Hills - From Swaecation	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	253071	Hip hop	10
50FjIvCsiIPIfeFyXdh2hx	Heat Of The Moment - From Swaecation	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	217021	Hip hop	10
5J6D8QvlGZw9g5x38fAnjE	Offshore (feat. Young Thug) - From Swaecation	Rae Sremmurd, Swae Lee, Slim Jxmmi, Young Thug	SR3MM	328488	Hip hop	10
0TCnOEVeLQMXOUrpPlM7uY	Guatemala - From Swaecation	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	256341	Hip hop	10
3DrRtOEaOMZtPYnPCkUSIV	Lost Angels - From Swaecation	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	204325	Hip hop	10
58nmnN7nqT3D9LRl7BrLXH	Hurt To Look - From Swaecation	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	256000	Hip hop	10
6exiH6TH874dCP0AelFi1U	Red Wine - From Swaecation	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	148482	Hip hop	10
5rSBAP84pjS8sKuzghnsRR	What's In Your Heart? - From Swaecation	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	254231	Hip hop	10
4Eg6Y5tciACpwMI5s8EqdY	Brxnks Truck - From Jxmtro	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	149774	Hip hop	10
5NhuU6acKHoJ77QbbCkQEy	Players Club - From Jxmtro	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	128000	Hip hop	10
4PZl0QLHeqYouwy0iASyNF	Anti-Social Smokers Club (feat. Zoë Kravitz) - From Jxmtro	Rae Sremmurd, Swae Lee, Slim Jxmmi, Zoë Kravitz	SR3MM	163555	Hip hop	10
2W6JHG3KGGPv82Bi2hAnSz	Chanel (feat. Swae Lee & Pharrell) - From Jxmtro	Rae Sremmurd, Swae Lee, Slim Jxmmi, Pharrell Williams	SR3MM	264001	Hip hop	10
00Y9yFHumsN6Cg4cK3wXkM	Cap (feat. Trouble) - From Jxmtro	Rae Sremmurd, Swae Lee, Slim Jxmmi, Trouble	SR3MM	192000	Hip hop	10
3c9InZHP0GFFhvB2QR0uzc	Changed Up - From Jxmtro	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	208615	Hip hop	10
3jZP4hvNY4ZTPOgmdw9l8p	Keep God First - From Jxmtro	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	221052	Hip hop	10
40ZQBmv6mvSM9y8SSVV4kS	Juggling Biddies (feat. Riff 3x) - From Jxmtro	Rae Sremmurd, Swae Lee, Slim Jxmmi, Riff 3x	SR3MM	168914	Hip hop	10
3d9XTk4jxEejqOU8MsLyiM	Growed Up - From Jxmtro	Rae Sremmurd, Swae Lee, Slim Jxmmi	SR3MM	200251	Hip hop	10
